SAMPLE PARAMETERS
Gauge length [mm]: 22.3241
Area [mm2]: 75.98
EXPERIMENTAL PARAMETERS
Time [s]: 50
Number of steps: 1000
Displacement (0) or force control (1): 0
Schedule ID: 0
       Pi
Omega: --
       5
Amplitude: 0.5
RESULTS
Time [s],Displacement [mm],Force [N]
6.8,0.7128896457825363,7.233349712411091
6.85,0.6985739453173904,6.877066581279185
6.9,0.684062276342339,6.542868232784136
6.95,0.6693689601226457,6.216499680300156
7,0.6545084971874737,5.898470932348434
7.05,0.6394955530196147,5.5892357267073205
7.1,0.6243449435824274,5.289191197233671
7.15,0.6090716206982714,4.998677903028599
7.2,0.5936906572928624,4.717980212653719
7.25,0.5782172325201155,4.447327033040226
7.3,0.5626666167821521,4.186892870634452
7.35,0.5470541566592572,3.936799209748789
7.4,0.5313952597646567,3.6971161910174133
7.45,0.5157053795390641,3.4678645707131173
7.5,0.5,3.2490179398912393
7.55,0.48429462046093585,3.0405051802630525
7.6,0.4686047402353433,2.8422131329292077
7.65,0.4529458433407429,2.653989453813079
7.7,0.4373333832178479,2.4756456295540468
7.75,0.42178276747988463,2.3069601259084704
7.8,0.4063093427071377,2.1476816407946253
7.85,0.39092837930172875,1.9975324333786701
7.9,0.3756550564175727,1.856211700465222
7.95,0.36050444698038536,1.7233989719551839
8,0.34549150281252633,1.598757497046616
8.05,0.33063103987735437,1.4819375940612773
8.1,0.3159377236576611,1.3725799369700995
8.15,0.3014260546826097,1.2703187535474174
8.2,0.28711035421746367,1.174784910794722
8.25,0.2730047501302266,1.08560886527234
8.3,0.25912316294914234,1.002423457489329
8.35,0.24547929212481437,0.9248665313167626
8.4,0.23208660251050167,0.8525833620486555
8.45,0.2189583110739347,0.7852288779115288
8.5,0.20610737385376343,0.7224696634791232
8.55,0.1935464731735118,0.6639857346384538
8.6,0.1812880051256552,0.609472078159304
8.65,0.16934406733817411,0.5586399509200571
8.7,0.15772644703565572,0.5112179366789239
8.75,0.1464466094067263,0.466952760958086
8.8,0.13551568628929422,0.4256098665711604
8.85,0.12494446518477023,0.3869737554599862
8.9,0.11474337861210536,0.3508481045672761
8.95,0.10492249381215481,0.31705566567254884
9,0.09549150281252626,0.2854379614588983
9.05,0.0864597128627191,0.25585479185153737
9.1,0.07783603724899248,0.22818356667732767
9.15,0.06962898649802815,0.20231848219456103
9.2,0.06184665997806823,0.1781695602322155
9.25,0.05449673790581607,0.1556615703692087
9.3,0.04758647376699029,0.13473285589517972
9.35,0.04112268715800942,0.11533408530440958
9.4,0.03511175705587427,0.09742695147900596
9.45,0.02955961552288731,0.08098284078708991
9.5,0.02447174185242327,0.06598149404372097
9.55,0.019853157161528485,0.05247521942825153
9.6,0.015708419435684462,0.0411232244928176
9.65,0.012041619030626317,0.031098619523310164
9.7,0.008856374635655678,0.022401169505999113
9.75,0.0061558297024310905,0.015032831678254782
9.8,0.003942649342761098,0.009152187551031105
9.85,0.002219017698460033,0.005150788723273949
9.9,0.0009866357858642149,0.0022901344729043464
9.95,0.00024671981713419224,0.0005726722073155164
10,0.,0.
10.05,0.00024671981713419224,0.0005726722073155164
10.1,0.0009866357858642149,0.0022901344729043464
10.15,0.002219017698460033,0.005150788723273949
10.2,0.003942649342761098,0.009152187551031105
10.25,0.0061558297024310905,0.015032823654891309
10.3,0.008856374635655678,0.02240113359619415
10.35,0.012041619030626317,0.03109852985316116
10.4,0.015708419435684462,0.041123050807004236
10.45,0.019853157161528485,0.05247492693711584
10.5,0.02447174185242327,0.06598100054867129
10.55,0.02955961552288731,0.08098200801632699
10.6,0.03511175705587427,0.09742562197293668
10.65,0.04112268715800942,0.1153320842145318
10.7,0.04758647376699029,0.13472998875067257
10.75,0.05449673790581607,0.15565762006040124
10.8,0.06184665997806823,0.17816428313995666
10.85,0.06962898649802815,0.2023116032933105
10.9,0.07783603724899248,0.22817477349925713
10.95,0.0864597128627191,0.2558437271563538
11,0.09549150281252626,0.2854242144690158
11.05,0.10492249381215481,0.31703876169458395
11.1,0.11474337861210536,0.3508274928572781
11.15,0.12494446518477023,0.3869487950971247
11.2,0.13551568628929422,0.42557981014922885
11.25,0.1464466094067263,0.46691673590196303
11.3,0.15772644703565572,0.5111749239106683
11.35,0.16934406733817411,0.5585887606150266
11.4,0.1812880051256552,0.6094113223400702
11.45,0.1935464731735118,0.6639137962708936
11.5,0.20610737385376343,0.7223846618146633
11.55,0.2189583110739347,0.7851286297005861
11.6,0.23208660251050167,0.8524653383374909
11.65,0.24547929212481437,0.9247278094364313
11.7,0.25912316294914234,1.0022606680187993
11.75,0.2730047501302266,1.085418133527406
11.8,0.28711035421746367,1.1745617926575345
11.85,0.3014260546826097,1.270058165319963
11.9,0.3159377236576611,1.3722760790725224
11.95,0.33063103987735437,1.4815838683795843
12,0.34549150281252633,1.598346417875975
12.05,0.36050444698038536,1.7229220705006967
12.1,0.3756550564175727,1.8556594230182186
12.15,0.39092837930172875,1.9968940333320713
12.2,0.4063093427071377,2.1469450648585577
12.25,0.42178276747988463,2.3061118949102175
12.3,0.4373333832178479,2.474670714492943
12.35,0.4529458433407429,2.6528711478377454
12.4,0.4686047402353433,2.8409329201822833
12.45,0.48429462046093585,3.039042602652468
12.5,0.5,3.2473504629874963
12.55,0.5157053795390641,3.465967450183725
12.6,0.5313952597646567,3.6949623411264536
12.65,0.5470541566592572,3.9343590756483118
12.7,0.5626666167821521,4.184134306237712
12.75,0.5782172325201155,4.444215186476684
12.8,0.5936906572928624,4.714477421354931
12.85,0.6090716206982714,4.994743600628463
12.9,0.6243449435824274,5.284781834468285
12.95,0.6394955530196147,5.584304708609875
13,0.6545084971874737,5.8929685739812365
13.05,0.6693689601226457,6.210373183278751
13.1,0.684062276342339,6.536061684792691
13.15,0.6985739453173904,6.869520980632617
13.2,0.7128896457825363,7.2248589761381075
13.25,0.7269952498697734,7.6060275901831265
13.3,0.7408768370508577,7.9925018979154165
13.35,0.7545207078751857,8.38368203041428
13.4,0.7679133974894984,8.778887993536076
13.45,0.7810416889260653,9.177363407627249
13.5,0.7938926261462367,9.578279797892895
13.55,0.8064535268264882,9.980741436665893
13.6,0.8187119948743449,10.383790726090039
13.65,0.8306559326618259,10.786414095077427
13.7,0.8422735529643445,11.187548372952174
13.75,0.8535533905932737,11.586087590821238
13.8,0.8644843137107058,11.980890151797064
13.85,0.8750555348152298,12.370786304563543
13.9,0.8852566213878947,12.754585848091853
13.95,0.8950775061878453,13.131085991889309
14,0.9045084971874738,13.499079294710802
14.05,0.913540287137281,13.857361604180754
14.1,0.9221639627510076,14.204739922760256
14.15,0.9303710135019718,14.540040127388677
14.2,0.9381533400219317,14.862114476713804
14.25,0.9455032620941839,15.169848844007957
14.3,0.9524135262330099,15.462169621442866
14.35,0.9588773128419906,15.738050247522771
14.4,0.9648882429441258,15.996517316971369
14.45,0.9704403844771128,16.236656239543954
14.5,0.9755282581475768,16.4576164201182
14.55,0.9801468428384716,16.6586159398426
14.6,0.9842915805643156,16.838945722632225
14.65,0.9879583809693737,17.007544278581666
14.7,0.9911436253643444,17.15642894446657
14.75,0.993844170297569,17.279645091780935
14.8,0.996057350657239,17.37719031552771
14.85,0.99778098230154,17.44910446622705
14.9,0.9990133642141359,17.495476422527165
14.95,0.9997532801828659,17.516449113687287
15,1.,17.512551813624928
15.05,0.9997532801828659,17.483060030821665
15.1,0.9990133642141359,17.429283014700594
15.15,0.99778098230154,17.35127922219159
15.2,0.996057350657239,17.24949956613829
15.25,0.993844170297569,17.128253154151192
15.3,0.9911436253643444,16.990970059450593
15.35,0.9879583809693737,16.83236057221292
15.4,0.9842915805643156,16.653027549947517
15.45,0.9801468428384716,16.453640856125627
15.5,0.9755282581475768,16.234933169213825
15.55,0.9704403844771128,15.9976954801214
15.6,0.9648882429441258,15.742772303609025
15.65,0.9588773128419906,15.471056631270695
15.7,0.9524135262330099,15.18348465521576
15.75,0.9455032620941839,14.881030294532858
15.8,0.9381533400219317,14.564699557654535
15.85,0.9303710135019718,14.23552477679009
15.9,0.9221639627510076,13.894558752279888
15.95,0.913540287137281,13.54286884699596
16,0.9045084971874738,13.181531072774092
16.05,0.8950775061878453,12.811624213283997
16.1,0.8852566213878947,12.434224028775922
16.15,0.8750555348152298,12.050397590255999
16.2,0.8644843137107058,11.66119779154728
16.25,0.8535533905932737,11.267658088309549
16.3,0.8422735529643445,10.870787513786716
16.35,0.8306559326618259,10.471566019922827
16.4,0.8187119948743449,10.0716678517872
16.45,0.8064535268264882,9.700089739498653
16.5,0.7938926261462367,9.329467817689064
16.55,0.7810416889260653,8.960740425956406
16.6,0.7679133974894984,8.594808890827736
16.65,0.7545207078751857,8.23253403756528
16.7,0.7408768370508577,7.874733012795286
16.75,0.7269952498697734,7.522176433860277
16.8,0.7128896457825363,7.175585878713196
16.85,0.6985739453173904,6.835631727322658
16.9,0.684062276342339,6.502931363310745
16.95,0.6693689601226457,6.178047741546199
17,0.6545084971874737,5.861488324750677
17.05,0.6394955530196147,5.5537043895874785
17.1,0.6243449435824274,5.255090700052918
17.15,0.6090716206982714,4.965985542926105
17.2,0.5936906572928624,4.686671117946853
17.25,0.5782172325201155,4.417374272381841
17.3,0.5626666167821521,4.158267567448091
17.35,0.5470541566592572,3.9094706615869206
17.4,0.5313952597646567,3.671051993419589
17.45,0.5157053795390641,3.4430307451639606
17.5,0.5,3.2253790654267913
17.55,0.48429462046093585,3.018024528282114
17.6,0.4686047402353433,2.8208528047098005
17.65,0.4529458433407429,2.6337105202588393
17.7,0.4373333832178479,2.456408272652642
17.75,0.42178276747988463,2.2887237813901025
17.8,0.4063093427071377,2.1304051414336076
17.85,0.39092837930172875,1.9811741524215774
17.9,0.3756550564175727,1.8407296946097649
17.95,0.36050444698038536,1.7087511233292618
18,0.34549150281252633,1.5849016536434077
18.05,0.33063103987735437,1.4688317080148843
18.1,0.3159377236576611,1.3601822001819854
18.15,0.3014260546826097,1.2585877300488453
18.2,0.28711035421746367,1.1636796653030783
18.25,0.2730047501302266,1.0750890874285126
18.3,0.25912316294914234,0.9924495812261822
18.35,0.24547929212481437,0.9153998488426839
18.4,0.23208660251050167,0.8435861319630513
18.45,0.2189583110739347,0.7766644269470704
18.5,0.20610737385376343,0.7143024814975923
18.55,0.1935464731735118,0.6561815623563102
18.6,0.1812880051256552,0.6019979872949381
18.65,0.16934406733817411,0.5514644163509287
18.7,0.15772644703565572,0.5043109003113784
18.75,0.1464466094067263,0.46028568701749467
18.8,0.13551568628929422,0.4191557880581977
18.85,0.12494446518477023,0.38070731155073995
18.9,0.11474337861210536,0.344745568853849
18.95,0.10492249381215481,0.3110949650460693
19,0.09549150281252626,0.2795986856296171
19.05,0.0864597128627191,0.2501181934452564
19.1,0.07783603724899248,0.22253255195363428
19.15,0.06962898649802815,0.19673759243724429
19.2,0.06184665997806823,0.17264494395114044
19.25,0.05449673790581607,0.15018094648301444
19.3,0.04758647376699029,0.12928546809065078
19.35,0.04112268715800942,0.10991064788244431
19.4,0.03511175705587427,0.09280085624356703
19.45,0.02955961552288731,0.07743560907292524
19.5,0.02447174185242327,0.06341989741606718
19.55,0.019853157161528485,0.05074098199904907
19.6,0.015708419435684462,0.0393915136353926
19.65,0.012041619030626317,0.029368381381791785
19.7,0.008856374635655678,0.020671629857491495
19.75,0.0061558297024310905,0.014291354733314023
19.8,0.003942649342761098,0.009152187551031105
19.85,0.002219017698460033,0.005150788723273949
19.9,0.0009866357858642149,0.0022901344729043464
19.95,0.00024671981713419224,0.0005726722073155164
20,0.,0.
20.05,0.00024671981713419224,0.0005726722073155164
20.1,0.0009866357858642149,0.0022901344729043464
20.15,0.002219017698460033,0.005150788723273949
20.2,0.003942649342761098,0.009152187551031105
20.25,0.0061558297024310905,0.014291354733314023
20.3,0.008856374635655678,0.020671628706520995
20.35,0.012041619030626317,0.029368363962165262
20.4,0.015708419435684462,0.03939144986643572
20.45,0.019853157161528485,0.05074083742187025
20.5,0.02447174185242327,0.06341963302908234
20.55,0.02955961552288731,0.07743518103776845
20.6,0.03511175705587427,0.09280021546259325
20.65,0.04112268715800942,0.10990971992724796
20.7,0.04758647376699029,0.12928410727931267
20.75,0.05449673790581607,0.1501789489142569
20.8,0.06184665997806823,0.1726420851020381
20.85,0.06962898649802815,0.19673362331259928
20.9,0.07783603724899248,0.22252719419303252
20.95,0.0864597128627191,0.25011113320846357
21,0.09549150281252626,0.27958956613295916
21.05,0.10492249381215481,0.311083377602198
21.1,0.11474337861210536,0.3447310422481557
21.15,0.12494446518477023,0.3806892995655895
21.2,0.13551568628929422,0.41913365496332966
21.25,0.1464466094067263,0.460258690858219
21.3,0.15772644703565572,0.504278173685673
21.35,0.16934406733817411,0.551424944530803
21.4,0.1812880051256552,0.6019505833648381
21.45,0.1935464731735118,0.6561248391038897
21.5,0.20610737385376343,0.7142348198079774
21.55,0.2189583110739347,0.7765839403320598
21.6,0.23208660251050167,0.8434906269406134
21.65,0.24547929212481437,0.9152867808546613
21.7,0.25912316294914234,0.9923160057497037
21.75,0.2730047501302266,1.074931605992526
21.8,0.28711035421746367,1.1634943660951698
21.85,0.3014260546826097,1.2583701228791488
21.9,0.3159377236576611,1.359927145533173
21.95,0.33063103987735437,1.468533340035623
22,0.34549150281252633,1.584553296968129
22.05,0.36050444698038536,1.7083452036781708
22.1,0.3756550564175727,1.8402576431959097
22.15,0.39092837930172875,1.9806263043739492
22.2,0.4063093427071377,2.129770628454324
22.25,0.42178276747988463,2.287990419039578
22.3,0.4373333832178479,2.455562442834424
22.35,0.4529458433407429,2.632737049507115
22.4,0.4686047402353433,2.8197348391791786
22.45,0.48429462046093585,3.0167434063594807
22.5,0.5,3.2239141891455967
22.55,0.5157053795390641,3.4413594516957624
22.6,0.5313952597646567,3.6691494281337262
22.65,0.5470541566592572,3.9073096542445818
22.7,0.5626666167821521,4.155818513303292
22.75,0.5782172325201155,4.4146050200372935
22.8,0.5936906572928624,4.683546865985013
22.85,0.6090716206982714,4.962468747363997
22.9,0.6243449435824274,5.251140994739735
22.95,0.6394955530196147,5.549278521779643
23,0.6545084971874737,5.8565401080221156
23.05,0.6693689601226457,6.172528028237344
23.1,0.684062276342339,6.496788038630696
23.15,0.6985739453173904,6.828809727155946
23.2,0.7128896457825363,7.168027233106854
23.25,0.7269952498697734,7.513820337874374
23.3,0.7408768370508577,7.865515926429871
23.35,0.7545207078751857,8.222389816032003
23.4,0.7679133974894984,8.583668946331203
23.45,0.7810416889260653,8.948533921809798
23.5,0.7938926261462367,9.316121895283892
23.55,0.8064535268264882,9.685529778285797
23.6,0.8187119948743449,10.055817762092618
23.65,0.8306559326618259,10.454072760629
23.7,0.8422735529643445,10.851014067002605
23.75,0.8535533905932737,11.244952900700333
23.8,0.8644843137107058,11.634890778879813
23.85,0.8750555348152298,12.019791737164269
23.9,0.8852566213878947,12.39858957483612
23.95,0.8950775061878453,12.77019528848493
24,0.9045084971874738,13.133504647503944
24.05,0.913540287137281,13.487405858778393
24.1,0.9221639627510076,13.830787263597497
24.15,0.9303710135019718,14.162545006598654
24.2,0.9381533400219317,14.481590615724302
24.25,0.9455032620941839,14.786858432131906
24.3,0.9524135262330099,15.077312830490332
24.35,0.9588773128419906,15.351955173077599
24.4,0.9648882429441258,15.60983044403826
24.45,0.9704403844771128,15.850033515929699
24.5,0.9755282581475768,16.071715004201533
24.55,0.9801468428384716,16.274086671683808
24.6,0.9842915805643156,16.456426350825325
24.65,0.9879583809693737,16.61808235606586
24.7,0.9911436253643444,16.75847736601118
24.75,0.993844170297569,16.877111758712296
24.8,0.996057350657239,16.978697539649442
24.85,0.99778098230154,17.058978928827695
24.9,0.9990133642141359,17.113758555694123
24.95,0.9997532801828659,17.143188713024475
25,1.,17.147553190987992
25.05,0.9997532801828659,17.12686556424534
25.1,0.9990133642141359,17.08168412438755
25.15,0.99778098230154,17.01230198665747
25.2,0.996057350657239,16.924227115843735
25.25,0.993844170297569,16.816134267120372
25.3,0.9911436253643444,16.686308587322213
25.35,0.9879583809693737,16.53524157362934
25.4,0.9842915805643156,16.36349645673596
25.45,0.9801468428384716,16.17170441032069
25.5,0.9755282581475768,15.960560396167367
25.55,0.9704403844771128,15.730818674851445
25.6,0.9648882429441258,15.483288013617843
25.65,0.9588773128419906,15.218826625160116
25.7,0.9524135262330099,14.938336872596125
25.75,0.9455032620941839,14.642759778211389
25.8,0.9381533400219317,14.333069375137962
25.85,0.9303710135019718,14.010266943610294
25.9,0.9221639627510076,13.675375174611013
25.95,0.913540287137281,13.32943230609909
26,0.9045084971874738,12.973486278382781
26.05,0.8950775061878453,12.60858895672241
26.1,0.8852566213878947,12.235790470508276
26.15,0.8750555348152298,11.856133718325939
26.2,0.8644843137107058,11.491168598047937
26.25,0.8535533905932737,11.12707824543593
26.3,0.8422735529643445,10.759922949455376
26.35,0.8306559326618259,10.390745882765508
26.4,0.8187119948743449,10.02056984675719
26.45,0.8064535268264882,9.650392754913371
26.5,0.7938926261462367,9.281183340031319
26.55,0.7810416889260653,8.913877110245233
26.6,0.7679133974894984,8.549372576541417
26.65,0.7545207078751857,8.188527772360219
26.7,0.7408768370508577,7.832157083900554
26.75,0.7269952498697734,7.481028407082735
26.8,0.7128896457825363,7.135860644923455
26.85,0.6985739453173904,6.7973215562611555
26.9,0.684062276342339,6.466025964618192
26.95,0.6693689601226457,6.142534332753939
27,0.6545084971874737,5.827351706099626
27.05,0.6394955530196147,5.520927025381622
27.1,0.6243449435824274,5.223652806345559
27.15,0.6090716206982714,4.935865181231062
27.2,0.5936906572928624,4.657844294696257
27.25,0.5782172325201155,4.3898150438105175
27.3,0.5626666167821521,4.131948149551721
27.35,0.5470541566592572,3.884361544798189
27.4,0.5313952597646567,3.6471220616207916
27.45,0.5157053795390641,3.420247398631407
27.5,0.5,3.203708347272548
27.55,0.48429462046093585,2.9974312539654226
27.6,0.4686047402353433,2.801300694156502
27.65,0.4529458433407429,2.6151623321013955
27.7,0.4373333832178479,2.4388259401098797
27.75,0.42178276747988463,2.272068549287878
27.8,0.4063093427071377,2.114637703828385
27.85,0.39092837930172875,1.9662547903351049
27.9,0.3756550564175727,1.8266184133238568
27.95,0.36050444698038536,1.6954077886823173
28,0.34549150281252633,1.5722861268213584
28.05,0.33063103987735437,1.4569039782881046
28.1,0.3159377236576611,1.3489025150214922
28.15,0.3014260546826097,1.2479167221035905
28.2,0.28711035421746367,1.153578475711574
28.25,0.2730047501302266,1.0655194849317795
28.3,0.25912316294914234,0.9833740765691965
28.35,0.24547929212481437,0.9067818039992831
28.4,0.23208660251050167,0.8353898636559263
28.45,0.2189583110739347,0.7688553040661066
28.5,0.20610737385376343,0.7068470159440433
28.55,0.1935464731735118,0.6490474929086826
28.6,0.1812880051256552,0.59515435614412
28.65,0.16934406733817411,0.5448816379401963
28.7,0.15772644703565572,0.49796082216754356
28.75,0.1464466094067263,0.45414164231009313
28.8,0.13551568628929422,0.4131926396159422
28.85,0.12494446518477023,0.3749014872125114
28.9,0.11474337861210536,0.33907508788739626
28.95,0.10492249381215481,0.3055394556540941
29,0.09549150281252626,0.27413939333080084
29.05,0.0864597128627191,0.2447379804433878
29.1,0.07783603724899248,0.2172158874201474
29.15,0.06962898649802815,0.19147053384060342
29.2,0.06184665997806823,0.16741510951274732
29.25,0.05449673790581607,0.1454705205408025
29.3,0.04758647376699029,0.1259227704878228
29.35,0.04112268715800942,0.10780408114993338
29.4,0.03511175705587427,0.09107865603221887
29.45,0.02955961552288731,0.07571975319603652
29.5,0.02447174185242327,0.06170843485922836
29.55,0.019853157161528485,0.049032329884382636
29.6,0.015708419435684462,0.03768442874074632
29.65,0.012041619030626317,0.027971213975187894
29.7,0.008856374635655678,0.020565227549762928
29.75,0.0061558297024310905,0.014291354733314023
29.8,0.003942649342761098,0.009152187551031105
29.85,0.002219017698460033,0.005150788723273949
29.9,0.0009866357858642149,0.0022901344729043464
29.95,0.00024671981713419224,0.0005726722073155164
30,0.,0.
30.05,0.00024671981713419224,0.0005726722073155164
30.1,0.0009866357858642149,0.0022901344729043464
30.15,0.002219017698460033,0.005150788723273949
30.2,0.003942649342761098,0.009152187551031105
30.25,0.0061558297024310905,0.014291354733314023
30.3,0.008856374635655678,0.020565227549762928
30.35,0.012041619030626317,0.027971213975187894
30.4,0.015708419435684462,0.03768441601204863
30.45,0.019853157161528485,0.04903227348892166
30.5,0.02447174185242327,0.06170829613988684
30.55,0.02955961552288731,0.07571948891083954
30.6,0.03511175705587427,0.09107821798107024
30.65,0.04112268715800942,0.10780341565155713
30.7,0.04758647376699029,0.12592181764160432
30.75,0.05449673790581607,0.1454692132666744
30.8,0.06184665997806823,0.16741332456422198
30.85,0.06962898649802815,0.1914680598417201
30.9,0.07783603724899248,0.2172124645665202
30.95,0.0864597128627191,0.24473332101119397
31,0.09549150281252626,0.274133175368331
31.05,0.10492249381215481,0.30553131526202415
31.1,0.11474337861210536,0.3390646099275085
31.15,0.12494446518477023,0.37488819425239267
31.2,0.13551568628929422,0.41317597901258724
31.25,0.1464466094067263,0.45412097113833166
31.3,0.15772644703565572,0.4979353898972238
31.35,0.16934406733817411,0.5448505665215361
31.4,0.1812880051256552,0.5951166173882965
31.45,0.1935464731735118,0.6490018827913798
31.5,0.20610737385376343,0.7067921256233873
31.55,0.2189583110739347,0.7687894873074536
31.6,0.23208660251050167,0.8353112003367291
31.65,0.24547929212481437,0.9066880594491592
31.7,0.25912316294914234,0.9832626563430876
31.75,0.2730047501302266,1.0653873847942317
31.8,0.28711035421746367,1.1534222264973066
31.85,0.3014260546826097,1.2477323291828788
31.9,0.3159377236576611,1.3486853921673174
31.95,0.33063103987735437,1.4566488757044915
32,0.34549150281252633,1.5719870532451843
32.05,0.36050444698038536,1.6950579274784847
32.1,0.3756550564175727,1.8262100325747141
32.15,0.39092837930172875,1.9657791470588375
