SAMPLE PARAMETERS
Gauge length [mm]: 23.8323
Area [mm2]: 71.7686
EXPERIMENTAL PARAMETERS
Time [s]: 1100
Number of steps: 1000
Displacement (0) or force control (1): 0
Schedule ID: 0
Point 1,0.,0.
Point 2,1000.,1.
Point 3,1100.,1.
RESULTS
Time [s],Displacement [mm],Force [N]
0,0.,1.6318293471240147e-11
1.1,0.0011000000000000003,0.005130188418768997
2.2,0.0022000000000000006,0.009222581634838549
3.3,0.0033000000000000004,0.012903105359465837
4.4,0.004400000000000001,0.016354516954115446
5.5,0.0055000000000000005,0.019650696983909637
6.6,0.006600000000000001,0.02282779028398699
7.7,0.007700000000000001,0.02590758655729806
8.8,0.008800000000000002,0.02890566153051667
9.9,0.0099,0.03183433276567723
11,0.011000000000000001,0.034703826014218814
12.1,0.0121,0.03752281117940119
13.2,0.013200000000000002,0.040298703760837724
14.3,0.014300000000000002,0.04303787032227186
15.4,0.015400000000000002,0.04574578596580574
16.5,0.0165,0.04842716405642824
17.6,0.017600000000000005,0.05108606478486124
18.7,0.0187,0.05372598803967031
19.8,0.0198,0.05634995308629223
20.9,0.020900000000000002,0.058960566257942715
22,0.022000000000000002,0.0615600797426348
23.1,0.023100000000000002,0.06415044164087991
24.2,0.0242,0.06673333897260314
25.3,0.025300000000000003,0.06931023483938632
26.4,0.026400000000000003,0.07188239983549649
27.5,0.0275,0.07445093954005276
28.6,0.028600000000000004,0.0770168179688902
29.7,0.0297,0.07958087732935606
30.8,0.030800000000000004,0.08214385551101876
31.9,0.031900000000000005,0.08470640084240745
33,0.033,0.0872690846511625
34.1,0.034100000000000005,0.08983241223946031
35.2,0.03520000000000001,0.09239683222471601
36.3,0.0363,0.09496274465721936
37.4,0.0374,0.09753050775147615
38.5,0.0385,0.10010044380236738
39.6,0.0396,0.10267284448752936
40.7,0.04070000000000001,0.10524797492272066
41.8,0.041800000000000004,0.10782607759660308
42.9,0.0429,0.1104073754094442
44,0.044000000000000004,0.11299207459658295
45.1,0.04510000000000001,0.11558036709223252
46.2,0.046200000000000005,0.11817243237692146
47.3,0.0473,0.12076843928849766
48.4,0.0484,0.1233685477124369
49.5,0.0495,0.12597290955411095
50.6,0.050600000000000006,0.12858167002015813
